address,name,mode,confidence
0x080211D8,FUN_080211d8,thumb,direct-call+exact-body
0x080211F0,FUN_080211f0,thumb,direct-call+exact-body
0x08021244,FUN_08021244,thumb,direct-call+exact-body
0x08021268,FUN_08021268,thumb,direct-call+exact-body
0x08021484,FUN_08021484,thumb,direct-call+exact-body
0x080214C0,FUN_080214c0,thumb,direct-call+exact-body
0x08021518,FUN_08021518,thumb,recursive-disassembly+exact-body
0x08021534,FUN_08021534,thumb,direct-call+exact-body
0x08021564,FUN_08021564,thumb,direct-call+exact-body
0x0802158C,FUN_0802158c,thumb,recursive-disassembly+exact-body
0x080215A8,FUN_080215a8,thumb,direct-call+exact-body
0x080216E4,FUN_080216e4,thumb,direct-call+exact-body
0x080217D0,FUN_080217d0,thumb,direct-call+exact-body
0x0802188C,FUN_0802188c,thumb,direct-call+exact-body
0x080218AC,FUN_080218ac,thumb,direct-call+exact-body
0x080218DC,FUN_080218dc,thumb,recursive-disassembly+exact-body
0x08021920,FUN_08021920,thumb,direct-call+exact-body
0x08021980,FUN_08021980,thumb,direct-call+exact-body
0x080219E4,FUN_080219e4,thumb,direct-call+exact-body
0x08021A10,FUN_08021a10,thumb,direct-call+exact-body
0x08021A40,FUN_08021a40,thumb,direct-call+exact-body
0x08021A84,FUN_08021a84,thumb,direct-call+exact-body
0x08021B0C,FUN_08021b0c,thumb,rom-pointer+direct-call+exact-body
0x08021E48,FUN_08021e48,thumb,direct-call+exact-body
0x08021E70,FUN_08021e70,thumb,direct-call+exact-body
0x08021EC8,FUN_08021ec8,thumb,direct-call+exact-body
0x08021F04,FUN_08021f04,thumb,rom-pointer+exact-body
0x08021F20,FUN_08021f20,thumb,rom-pointer+exact-body
0x08021F34,FUN_08021f34,thumb,rom-pointer+exact-body
0x08022004,FUN_08022004,thumb,rom-pointer+exact-body
0x080220A4,FUN_080220a4,thumb,rom-pointer+exact-body
0x080221E0,FUN_080221e0,thumb,rom-pointer+exact-body
0x080222C4,FUN_080222c4,thumb,rom-pointer+exact-body
0x080223D8,FUN_080223d8,thumb,rom-pointer+exact-body
0x08022464,FUN_08022464,thumb,rom-pointer+exact-body
0x080227EC,FUN_080227ec,thumb,rom-pointer+exact-body
0x08022864,FUN_08022864,thumb,rom-pointer+exact-body
0x0802296C,FUN_0802296c,thumb,rom-pointer+exact-body
0x080229F4,FUN_080229f4,thumb,rom-pointer+exact-body
0x08022ADC,FUN_08022adc,thumb,rom-pointer+exact-body
0x08022C2C,FUN_08022c2c,thumb,rom-pointer+exact-body
0x08022CAC,FUN_08022cac,thumb,rom-pointer+exact-body
0x08022DB8,FUN_08022db8,thumb,rom-pointer+exact-body
0x08022E38,FUN_08022e38,thumb,rom-pointer+exact-body
0x08022F40,FUN_08022f40,thumb,rom-pointer+exact-body
0x08022FA8,FUN_08022fa8,thumb,rom-pointer+exact-body
0x08023010,FUN_08023010,thumb,recovered-unreferenced+exact-body
0x08023038,FUN_08023038,thumb,rom-pointer+exact-body
0x08023064,FUN_08023064,thumb,rom-pointer+exact-body
0x08023218,FUN_08023218,thumb,rom-pointer+exact-body
0x080236BC,FUN_080236bc,thumb,rom-pointer+exact-body
0x08023728,FUN_08023728,thumb,rom-pointer+exact-body
0x08023830,FUN_08023830,thumb,rom-pointer+exact-body
0x08023898,FUN_08023898,thumb,rom-pointer+exact-body
0x080238D0,FUN_080238d0,thumb,recursive-disassembly+exact-body
0x0802392C,FUN_0802392c,thumb,rom-pointer+exact-body
0x08023978,FUN_08023978,thumb,rom-pointer+exact-body
0x08023B54,FUN_08023b54,thumb,rom-pointer+exact-body
0x08023EA8,FUN_08023ea8,thumb,rom-pointer+exact-body
0x08024170,FUN_08024170,thumb,rom-pointer+exact-body
0x08024204,FUN_08024204,thumb,rom-pointer+exact-body
0x0802426C,FUN_0802426c,thumb,rom-pointer+exact-body
