address,name,mode,confidence
0x08188CE8,lz77_asset_373,data,lz77-pointer-1
0x0818C864,lz77_asset_374,data,lz77-pointer-1
0x0818E004,data_gap_056,data,range-gap
0x0818E164,lz77_asset_375,data,lz77-pointer-1
0x08191350,lz77_asset_376,data,lz77-pointer-1
0x081928F0,data_gap_057,data,range-gap
0x08192A50,lz77_asset_377,data,lz77-pointer-1
0x081956DC,lz77_asset_378,data,lz77-pointer-1
0x08196B14,data_gap_058,data,range-gap
0x08196C74,lz77_asset_379,data,lz77-pointer-1
0x081995FC,lz77_asset_380,data,lz77-pointer-1
0x0819AA74,data_gap_059,data,range-gap
0x0819ABD4,lz77_asset_381,data,lz77-pointer-1
0x0819D790,lz77_asset_382,data,lz77-pointer-1
0x0819ED7C,data_gap_060,data,range-gap
0x0819EEDC,lz77_asset_383,data,lz77-pointer-1
0x081A1574,lz77_asset_384,data,lz77-pointer-1
0x081A2A4C,data_gap_061,data,range-gap
0x081A7FB0,lz77_asset_385,data,lz77-pointer-1
0x081A81D0,data_gap_062,data,range-gap
0x081A8850,lz77_asset_386,data,lz77-pointer-1
0x081A89AC,lz77_asset_387,data,lz77-pointer-1
0x081A8F44,lz77_asset_388,data,lz77-pointer-1
0x081A9478,lz77_asset_389,data,lz77-pointer-1
0x081A9974,lz77_asset_390,data,lz77-pointer-1
0x081A9EF0,lz77_asset_391,data,lz77-pointer-1
0x081AA438,lz77_asset_392,data,lz77-pointer-1
0x081AA95C,data_gap_063,data,range-gap
0x081AA97C,lz77_asset_393,data,lz77-pointer-2
0x081AB020,lz77_asset_394,data,lz77-pointer-1
0x081AB6CC,lz77_asset_395,data,lz77-pointer-1
0x081ABD60,lz77_asset_396,data,lz77-pointer-1
0x081AC484,data_gap_064,data,range-gap
0x081AC4A4,lz77_asset_397,data,lz77-pointer-3
0x081ACAF0,lz77_asset_398,data,lz77-pointer-1
0x081AD13C,lz77_asset_399,data,lz77-pointer-1
0x081AD6A0,data_gap_065,data,range-gap
0x081AD6C0,lz77_asset_400,data,lz77-pointer-3
0x081ADDDC,lz77_asset_401,data,lz77-pointer-1
0x081AE4EC,lz77_asset_402,data,lz77-pointer-1
0x081AEBF8,data_gap_066,data,range-gap
0x081AEC18,lz77_asset_403,data,lz77-pointer-3
0x081AF2A0,lz77_asset_404,data,lz77-pointer-1
0x081AF9D8,lz77_asset_405,data,lz77-pointer-1
0x081B01A4,data_gap_067,data,range-gap
0x081B01C4,lz77_asset_406,data,lz77-pointer-2
0x081B0814,lz77_asset_407,data,lz77-pointer-1
0x081B0E50,lz77_asset_408,data,lz77-pointer-1
0x081B1444,lz77_asset_409,data,lz77-pointer-1
0x081B1A3C,data_gap_068,data,range-gap
0x081B1A5C,lz77_asset_410,data,lz77-pointer-4
0x081B2194,lz77_asset_411,data,lz77-pointer-1
0x081B2858,data_gap_069,data,range-gap
0x081B2878,lz77_asset_412,data,lz77-pointer-4
0x081B3150,lz77_asset_413,data,lz77-pointer-1
0x081B3B7C,data_gap_070,data,range-gap
0x081B3B9C,lz77_asset_414,data,lz77-pointer-3
0x081B4248,lz77_asset_415,data,lz77-pointer-1
0x081B48CC,lz77_asset_416,data,lz77-pointer-1
0x081B4F8C,data_gap_071,data,range-gap
0x081B4FAC,lz77_asset_417,data,lz77-pointer-5
0x081B57DC,data_gap_072,data,range-gap
0x081B57FC,lz77_asset_418,data,lz77-pointer-3
0x081B6164,lz77_asset_419,data,lz77-pointer-1
0x081B6B1C,data_gap_073,data,range-gap
0x081B6B3C,lz77_asset_420,data,lz77-pointer-2
0x081B711C,lz77_asset_421,data,lz77-pointer-1
0x081B77C0,lz77_asset_422,data,lz77-pointer-1
0x081B7E60,lz77_asset_423,data,lz77-pointer-1
0x081B8508,data_gap_074,data,range-gap
0x081B8528,lz77_asset_424,data,lz77-pointer-4
0x081B8BD0,data_gap_075,data,range-gap
0x081B8BF0,lz77_asset_425,data,lz77-pointer-4
0x081B94C8,data_gap_076,data,range-gap
0x081B95EC,lz77_asset_426,data,lz77-pointer-1
0x081B985C,data_gap_077,data,range-gap
0x081B987C,lz77_asset_427,data,lz77-pointer-1
0x081B9B6C,data_gap_078,data,range-gap
0x081B9B8C,lz77_asset_428,data,lz77-pointer-1
